"DISTRITO","SECCION","BARRIO","PAIS_NACIMIENTO","HOMBRES","MUJERES"
" 04"," 045","JUAN XXIII","RUMANIA",1,4
" 04"," 045","JUAN XXIII","RUSIA",1,3
" 04"," 045","JUAN XXIII","SUIZA",0,2
" 04"," 045","JUAN XXIII","UCRANIA",0,2
" 04"," 046","ROCHELAMBERT","ALBANIA",1,0
" 04"," 046","ROCHELAMBERT","ALEMANIA",0,2
" 04"," 046","ROCHELAMBERT","ANGOLA",1,0
" 04"," 046","ROCHELAMBERT","ARGELIA",1,0
" 04"," 046","ROCHELAMBERT","ARGENTINA",0,2
" 04"," 046","ROCHELAMBERT","ARMENIA",1,0
" 04"," 046","ROCHELAMBERT","AUSTRIA",0,4
" 04"," 046","ROCHELAMBERT","BELGICA",1,1
" 04"," 046","ROCHELAMBERT","BIELORUSIA",0,1
" 04"," 046","ROCHELAMBERT","CANADA",0,1
" 04"," 046","ROCHELAMBERT","CHINA",2,2
" 04"," 046","ROCHELAMBERT","COLOMBIA",6,5
" 04"," 046","ROCHELAMBERT","CONGO",1,3
" 04"," 046","ROCHELAMBERT","ECUADOR",5,12
" 04"," 046","ROCHELAMBERT","ESTADOS UNIDOS DE AMERICA",1,0
" 04"," 046","ROCHELAMBERT","ESTONIA",0,2
" 04"," 046","ROCHELAMBERT","FRANCIA",1,1
" 04"," 046","ROCHELAMBERT","GUINEA BISSAU",0,1
" 04"," 046","ROCHELAMBERT","GUINEA ECUATORIAL",0,1
" 04"," 046","ROCHELAMBERT","HONDURAS",1,0
" 04"," 046","ROCHELAMBERT","LIECHTENSTEIN",0,1
" 04"," 046","ROCHELAMBERT","LITUANIA",1,2
" 04"," 046","ROCHELAMBERT","MALI",1,0
" 04"," 046","ROCHELAMBERT","MARRUECOS",13,8
" 04"," 046","ROCHELAMBERT","MONTENEGRO",1,1
" 04"," 046","ROCHELAMBERT","NICARAGUA",0,6
" 04"," 046","ROCHELAMBERT","NIGERIA",7,1
" 04"," 046","ROCHELAMBERT","PAISES BAJOS",1,1
" 04"," 046","ROCHELAMBERT","PARAGUAY",1,7
" 04"," 046","ROCHELAMBERT","POLONIA",0,4
" 04"," 046","ROCHELAMBERT","PORTUGAL",0,1
" 04"," 046","ROCHELAMBERT","PRINCIPADO DE ANDORRA",3,3
" 04"," 046","ROCHELAMBERT","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 04"," 046","ROCHELAMBERT","REPUBLICA DOMINICANA",0,3
" 04"," 046","ROCHELAMBERT","RUMANIA",9,9
" 04"," 046","ROCHELAMBERT","RUSIA",0,2
" 04"," 046","ROCHELAMBERT","SANTA SEDE",0,1
" 04"," 046","ROCHELAMBERT","SENEGAL",2,0
" 04"," 046","ROCHELAMBERT","SERBIA Y MONTENEGRO",2,2
" 04"," 046","ROCHELAMBERT","TANZANIA",0,1
" 04"," 046","ROCHELAMBERT","UCRANIA",1,0
" 04"," 046","ROCHELAMBERT","URUGUAY",1,1
" 04"," 046","ROCHELAMBERT","VENEZUELA",0,2
" 04"," 047","EL CERRO","ALEMANIA",1,0
" 04"," 047","EL CERRO","ARGELIA",4,3
" 04"," 047","EL CERRO","ARGENTINA",1,1
" 04"," 047","EL CERRO","AZERBAIAN",0,1
" 04"," 047","EL CERRO","BOLIVIA",0,1
" 04"," 047","EL CERRO","BRASIL",0,1
" 04"," 047","EL CERRO","BURKINA FASSO",2,0
" 04"," 047","EL CERRO","CHINA",1,1
" 04"," 047","EL CERRO","ECUADOR",1,0
" 04"," 047","EL CERRO","ESTONIA",0,1
" 04"," 047","EL CERRO","FRANCIA",1,0
" 04"," 047","EL CERRO","HONDURAS",1,0
" 04"," 047","EL CERRO","ITALIA",0,1
" 04"," 047","EL CERRO","MARRUECOS",6,6
" 04"," 047","EL CERRO","NICARAGUA",0,1
" 04"," 047","EL CERRO","NIGERIA",0,1
" 04"," 047","EL CERRO","PARAGUAY",0,3
" 04"," 047","EL CERRO","PERU",2,1
" 04"," 047","EL CERRO","POLONIA",1,1
" 04"," 047","EL CERRO","PORTUGAL",0,1
" 04"," 047","EL CERRO","PRINCIPADO DE ANDORRA",2,0
" 04"," 047","EL CERRO","REINO UNIDO",0,1
" 04"," 047","EL CERRO","REPUBLICA DOMINICANA",0,1
" 04"," 047","EL CERRO","RUMANIA",3,3
" 04"," 047","EL CERRO","TANZANIA",0,1
" 04"," 047","EL CERRO","UCRANIA",1,0
" 04"," 047","EL CERRO","VENEZUELA",2,2
" 04"," 048","ROCHELAMBERT","ALEMANIA",2,0
" 04"," 048","ROCHELAMBERT","ARGENTINA",3,1
" 04"," 048","ROCHELAMBERT","ARMENIA",1,1
" 04"," 048","ROCHELAMBERT","AUSTRIA",1,0
" 04"," 048","ROCHELAMBERT","BELGICA",0,2
" 04"," 048","ROCHELAMBERT","BOLIVIA",6,5
" 04"," 048","ROCHELAMBERT","BRASIL",0,1
" 04"," 048","ROCHELAMBERT","CAMERUN",1,0
" 04"," 048","ROCHELAMBERT","CHINA",0,1
" 04"," 048","ROCHELAMBERT","COLOMBIA",1,4
" 04"," 048","ROCHELAMBERT","CUBA",2,2
" 04"," 048","ROCHELAMBERT","ECUADOR",3,1
" 04"," 048","ROCHELAMBERT","ESTADOS UNIDOS DE AMERICA",0,1
" 04"," 048","ROCHELAMBERT","FRANCIA",1,0
" 04"," 048","ROCHELAMBERT","IRLANDA",1,0
" 04"," 048","ROCHELAMBERT","ITALIA",0,1
" 04"," 048","ROCHELAMBERT","JAPON",0,1
" 04"," 048","ROCHELAMBERT","MARRUECOS",2,2
" 04"," 048","ROCHELAMBERT","MONTENEGRO",1,1
" 04"," 048","ROCHELAMBERT","NICARAGUA",0,1
" 04"," 048","ROCHELAMBERT","NIGERIA",3,1
" 04"," 048","ROCHELAMBERT","PARAGUAY",0,1
" 04"," 048","ROCHELAMBERT","PERU",1,4
" 04"," 048","ROCHELAMBERT","PORTUGAL",1,0
" 04"," 048","ROCHELAMBERT","REINO UNIDO",1,1
" 04"," 048","ROCHELAMBERT","REPUBLICA DEMOCRATICA DEL CONGO",1,0
" 04"," 048","ROCHELAMBERT","REPUBLICA DOMINICANA",0,2
" 04"," 048","ROCHELAMBERT","REPUBLICA SUDAFRICANA",0,1
" 04"," 048","ROCHELAMBERT","RUMANIA",1,4
" 04"," 048","ROCHELAMBERT","SENEGAL",1,0
" 04"," 048","ROCHELAMBERT","SERBIA Y MONTENEGRO",0,1
" 04"," 048","ROCHELAMBERT","TOGO",0,1
" 04"," 049","ROCHELAMBERT","ALEMANIA",2,3
" 04"," 049","ROCHELAMBERT","ARGELIA",4,2
" 04"," 049","ROCHELAMBERT","ARGENTINA",3,4
" 04"," 049","ROCHELAMBERT","ARMENIA",1,0
" 04"," 049","ROCHELAMBERT","AUSTRIA",1,3
" 04"," 049","ROCHELAMBERT","AZERBAIAN",0,1
" 04"," 049","ROCHELAMBERT","BELGICA",0,1
" 04"," 049","ROCHELAMBERT","BOLIVIA",1,4
" 04"," 049","ROCHELAMBERT","BRASIL",1,4
" 04"," 049","ROCHELAMBERT","CAMERUN",0,1
" 04"," 049","ROCHELAMBERT","CANADA",1,0
" 04"," 049","ROCHELAMBERT","CHECOSLOVAQUIA",0,2
" 04"," 049","ROCHELAMBERT","CHILE",1,2
" 04"," 049","ROCHELAMBERT","CHINA",16,14
" 04"," 049","ROCHELAMBERT","CUBA",2,1
" 04"," 049","ROCHELAMBERT","ECUADOR",0,1
" 04"," 049","ROCHELAMBERT","EL SALVADOR",1,1
" 04"," 049","ROCHELAMBERT","ESTADOS UNIDOS DE AMERICA",2,0
" 04"," 049","ROCHELAMBERT","FRANCIA",2,2
" 04"," 049","ROCHELAMBERT","GAMBIA",2,0
" 04"," 049","ROCHELAMBERT","GEORGIA",1,0
" 04"," 049","ROCHELAMBERT","GUINEA ECUATORIAL",1,3
" 04"," 049","ROCHELAMBERT","HAITI",2,0
" 04"," 049","ROCHELAMBERT","IRLANDA",1,0
" 04"," 049","ROCHELAMBERT","ITALIA",1,2
" 04"," 049","ROCHELAMBERT","MARRUECOS",5,7
" 04"," 049","ROCHELAMBERT","MONTENEGRO",0,1
" 04"," 049","ROCHELAMBERT","NIGERIA",8,2
" 04"," 049","ROCHELAMBERT","OTROS PAISES SIN RELACION DIPLOMATICA",1,0
" 04"," 049","ROCHELAMBERT","OTROS TERR. ESPAÑOLES",1,0
" 04"," 049","ROCHELAMBERT","PAISES BAJOS",0,1
" 04"," 049","ROCHELAMBERT","PARAGUAY",2,5
" 04"," 049","ROCHELAMBERT","PERU",4,5
" 04"," 049","ROCHELAMBERT","PORTUGAL",1,0
" 04"," 049","ROCHELAMBERT","PRINCIPADO DE ANDORRA",0,1
" 04"," 049","ROCHELAMBERT","REINO UNIDO",0,1
" 04"," 049","ROCHELAMBERT","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 04"," 049","ROCHELAMBERT","REPUBLICA DOMINICANA",0,2
" 04"," 049","ROCHELAMBERT","RUMANIA",9,10
" 04"," 049","ROCHELAMBERT","RUSIA",4,2
" 04"," 049","ROCHELAMBERT","SENEGAL",1,0
" 04"," 049","ROCHELAMBERT","SUIZA",3,2
" 04"," 049","ROCHELAMBERT","TANZANIA",1,0
" 04"," 049","ROCHELAMBERT","TUNEZ",1,0
" 04"," 049","ROCHELAMBERT","UCRANIA",1,5
" 04"," 050","ROCHELAMBERT","ALBANIA",1,0
" 04"," 050","ROCHELAMBERT","ALEMANIA",2,1
" 04"," 050","ROCHELAMBERT","ANGOLA",0,1
" 04"," 050","ROCHELAMBERT","AUSTRIA",3,4
" 04"," 050","ROCHELAMBERT","AZERBAIAN",0,2
" 04"," 050","ROCHELAMBERT","BELGICA",1,3
" 04"," 050","ROCHELAMBERT","BOLIVIA",0,1
" 04"," 050","ROCHELAMBERT","BRASIL",1,0
" 04"," 050","ROCHELAMBERT","BURKINA FASSO",0,1
" 04"," 050","ROCHELAMBERT","CANADA",0,1
" 04"," 050","ROCHELAMBERT","CHILE",1,0
" 04"," 050","ROCHELAMBERT","CHINA",6,3
" 04"," 050","ROCHELAMBERT","COLOMBIA",11,11
" 04"," 050","ROCHELAMBERT","COSTA RICA",0,1
" 04"," 050","ROCHELAMBERT","ECUADOR",1,5
" 04"," 050","ROCHELAMBERT","ESLOVAQUIA",1,1
" 04"," 050","ROCHELAMBERT","ESTADOS UNIDOS DE AMERICA",0,1
" 04"," 050","ROCHELAMBERT","ESTONIA",0,1
" 04"," 050","ROCHELAMBERT","FRANCIA",0,3
" 04"," 050","ROCHELAMBERT","GEORGIA",1,0
" 04"," 050","ROCHELAMBERT","GUINEA ECUATORIAL",1,0
" 04"," 050","ROCHELAMBERT","HUNGRIA",1,2
" 04"," 050","ROCHELAMBERT","IRLANDA",1,1
" 04"," 050","ROCHELAMBERT","ITALIA",2,0
" 04"," 050","ROCHELAMBERT","LETONIA",0,1
" 04"," 050","ROCHELAMBERT","MARRUECOS",6,11
" 04"," 050","ROCHELAMBERT","MEXICO",1,1
" 04"," 050","ROCHELAMBERT","NAMIBIA",1,0
" 04"," 050","ROCHELAMBERT","NICARAGUA",1,1
" 04"," 050","ROCHELAMBERT","NIGERIA",5,1
" 04"," 050","ROCHELAMBERT","NORUEGA",1,1
" 04"," 050","ROCHELAMBERT","OTROS TERR. ESPAÑOLES",1,0
" 04"," 050","ROCHELAMBERT","PAISES BAJOS",1,4
" 04"," 050","ROCHELAMBERT","PARAGUAY",3,5
" 04"," 050","ROCHELAMBERT","PERU",3,10
" 04"," 050","ROCHELAMBERT","PRINCIPADO DE ANDORRA",1,1
" 04"," 050","ROCHELAMBERT","REINO UNIDO",2,0
" 04"," 050","ROCHELAMBERT","REPUBLICA DEMOCRATICA DEL CONGO",1,1
" 04"," 050","ROCHELAMBERT","REPUBLICA DOMINICANA",0,2
" 04"," 050","ROCHELAMBERT","RUMANIA",4,5
" 04"," 050","ROCHELAMBERT","SUECIA",2,1
" 04"," 050","ROCHELAMBERT","SUIZA",2,2
" 04"," 050","ROCHELAMBERT","UCRANIA",1,1
" 04"," 050","ROCHELAMBERT","UGANDA",1,0
" 04"," 052","LA PLATA","ALBANIA",0,1
" 04"," 052","LA PLATA","ALEMANIA",1,0
" 04"," 052","LA PLATA","ARGELIA",3,1
" 04"," 052","LA PLATA","ARGENTINA",1,1
" 04"," 052","LA PLATA","AUSTRIA",0,3
" 04"," 052","LA PLATA","BELGICA",3,1
" 04"," 052","LA PLATA","BOLIVIA",2,3
" 04"," 052","LA PLATA","BOSNIA-HERZEGOVINA",0,1
" 04"," 052","LA PLATA","BRASIL",7,5
" 04"," 052","LA PLATA","CHECOSLOVAQUIA",1,4
" 04"," 052","LA PLATA","CHINA",1,1
" 04"," 052","LA PLATA","COLOMBIA",2,10
" 04"," 052","LA PLATA","CUBA",3,2
" 04"," 052","LA PLATA","ECUADOR",1,0
" 04"," 052","LA PLATA","ESLOVENIA",0,1
" 04"," 052","LA PLATA","ESTADOS UNIDOS DE AMERICA",1,1
" 04"," 052","LA PLATA","ESTONIA",0,1
" 04"," 052","LA PLATA","GUATEMALA",0,1
" 04"," 052","LA PLATA","GUINEA ECUATORIAL",0,1
" 04"," 052","LA PLATA","ITALIA",1,1
" 04"," 052","LA PLATA","MARRUECOS",23,10
" 04"," 052","LA PLATA","NICARAGUA",0,1
" 04"," 052","LA PLATA","NIGERIA",8,1
" 04"," 052","LA PLATA","NO CONSTA",1,2
" 04"," 052","LA PLATA","PAISES BAJOS",1,0
" 04"," 052","LA PLATA","PAKISTAN",2,0
" 04"," 052","LA PLATA","PERU",5,1
" 04"," 052","LA PLATA","POLONIA",6,1
" 04"," 052","LA PLATA","PORTUGAL",5,0
" 04"," 052","LA PLATA","PRINCIPADO DE ANDORRA",0,3
" 04"," 052","LA PLATA","REPUBLICA DEMOCRATICA ALEMANA",0,1
" 04"," 052","LA PLATA","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 04"," 052","LA PLATA","REPUBLICA DOMINICANA",0,1
" 04"," 052","LA PLATA","RUMANIA",25,23
" 04"," 052","LA PLATA","RUSIA",2,7
" 04"," 052","LA PLATA","SENEGAL",2,0
" 04"," 052","LA PLATA","TANZANIA",0,1
" 04"," 052","LA PLATA","UCRANIA",0,3
" 04"," 052","LA PLATA","VENEZUELA",2,2
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ALBANIA",1,0
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ARGENTINA",2,3
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","AUSTRIA",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BIELORUSIA",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BRASIL",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CHECOSLOVAQUIA",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CHINA",12,12
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ECUADOR",1,2
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","FRANCIA",1,0
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","MARRUECOS",1,2
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","MONTENEGRO",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","NIGERIA",1,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PAISES BAJOS",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PARAGUAY",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","POLONIA",1,0
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PORTUGAL",0,2
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PRINCIPADO DE ANDORRA",1,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","RUMANIA",0,1
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","RUSIA",3,5
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","SENEGAL",1,0
" 04"," 053","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","SERBIA Y MONTENEGRO",1,0
" 04"," 054","LA PLATA","ALEMANIA",1,0
" 04"," 054","LA PLATA","ARMENIA",0,2
" 04"," 054","LA PLATA","AUSTRIA",1,2
" 04"," 054","LA PLATA","BELGICA",1,0
" 04"," 054","LA PLATA","BOLIVIA",1,2
" 04"," 054","LA PLATA","BRASIL",1,4
" 04"," 054","LA PLATA","CAMERUN",0,2
" 04"," 054","LA PLATA","CHINA",6,5
" 04"," 054","LA PLATA","COLOMBIA",2,4
" 04"," 054","LA PLATA","COSTA RICA",0,1
" 04"," 054","LA PLATA","CUBA",5,9
" 04"," 054","LA PLATA","ECUADOR",1,2
" 04"," 054","LA PLATA","ESTONIA",1,1
" 04"," 054","LA PLATA","FRANCIA",0,1
" 04"," 054","LA PLATA","GRANADA",1,0
" 04"," 054","LA PLATA","KAZAJSTAN",1,2
" 04"," 054","LA PLATA","LUXEMBURGO",0,1
" 04"," 054","LA PLATA","MALI",1,0
" 04"," 054","LA PLATA","MARRUECOS",19,19
" 04"," 054","LA PLATA","MONTENEGRO",2,2
" 04"," 054","LA PLATA","NICARAGUA",0,1
" 04"," 054","LA PLATA","NIGERIA",1,0
" 04"," 054","LA PLATA","OTROS AFRICA SIN RELACION DIPL",1,0
" 04"," 054","LA PLATA","PERU",2,5
" 04"," 054","LA PLATA","POLONIA",1,1
" 04"," 054","LA PLATA","PORTUGAL",1,1
" 04"," 054","LA PLATA","PRINCIPADO DE ANDORRA",1,1
" 04"," 054","LA PLATA","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 04"," 054","LA PLATA","RUMANIA",32,31
" 04"," 054","LA PLATA","SENEGAL",1,1
" 04"," 054","LA PLATA","SUECIA",0,1
" 04"," 054","LA PLATA","SUIZA",0,1
" 04"," 054","LA PLATA","UCRANIA",0,3
" 04"," 054","LA PLATA","VENEZUELA",0,1
" 04"," 055","PALMETE","ALEMANIA",1,2
" 04"," 055","PALMETE","AUSTRIA",1,0
" 04"," 055","PALMETE","BELGICA",1,0
" 04"," 055","PALMETE","BIELORUSIA",1,0
" 04"," 055","PALMETE","CHECOSLOVAQUIA",2,1
" 04"," 055","PALMETE","CHINA",4,2
" 04"," 055","PALMETE","COLOMBIA",6,2
" 04"," 055","PALMETE","ECUADOR",1,0
" 04"," 055","PALMETE","FILIPINAS",0,1
" 04"," 055","PALMETE","FRANCIA",1,1
" 04"," 055","PALMETE","HONDURAS",3,6
" 04"," 055","PALMETE","LETONIA",1,0
" 04"," 055","PALMETE","MARRUECOS",8,3
" 04"," 055","PALMETE","MONTENEGRO",1,0
" 04"," 055","PALMETE","NICARAGUA",0,2
" 04"," 055","PALMETE","NIGERIA",2,1
" 04"," 055","PALMETE","PAISES BAJOS",0,1
" 04"," 055","PALMETE","PARAGUAY",0,1
" 04"," 055","PALMETE","PERU",2,2
" 04"," 055","PALMETE","PORTUGAL",1,0
" 04"," 055","PALMETE","PRINCIPADO DE ANDORRA",0,1
" 04"," 055","PALMETE","RUMANIA",6,5
" 04"," 055","PALMETE","TANZANIA",1,0
" 04"," 056","LA PLATA","ALEMANIA",0,1
" 04"," 056","LA PLATA","AUSTRIA",2,1
" 04"," 056","LA PLATA","AZERBAIAN",0,1
" 04"," 056","LA PLATA","CHECOSLOVAQUIA",0,1
" 04"," 056","LA PLATA","CHINA",2,1
" 04"," 056","LA PLATA","COLOMBIA",4,3
" 04"," 056","LA PLATA","CUBA",0,1
" 04"," 056","LA PLATA","ECUADOR",0,2
" 04"," 056","LA PLATA","FRANCIA",1,1
" 04"," 056","LA PLATA","LITUANIA",0,1
" 04"," 056","LA PLATA","MARRUECOS",1,2
" 04"," 056","LA PLATA","NIGERIA",1,0
" 04"," 056","LA PLATA","PAISES BAJOS",0,1
" 04"," 056","LA PLATA","PAKISTAN",2,1
" 04"," 056","LA PLATA","PERU",1,1
" 04"," 056","LA PLATA","POLONIA",0,1
" 04"," 056","LA PLATA","PRINCIPADO DE ANDORRA",1,1
" 04"," 056","LA PLATA","REINO UNIDO",0,2
" 04"," 056","LA PLATA","RUMANIA",3,2
" 04"," 056","LA PLATA","RUSIA",0,2
" 04"," 057","PALMETE","ALBANIA",0,1
" 04"," 057","PALMETE","ALEMANIA",3,0
" 04"," 057","PALMETE","ARGENTINA",0,1
" 04"," 057","PALMETE","AUSTRALIA",1,0
" 04"," 057","PALMETE","AUSTRIA",1,2
" 04"," 057","PALMETE","BELGICA",1,0
" 04"," 057","PALMETE","BIELORUSIA",1,0
" 04"," 057","PALMETE","BRASIL",0,2
" 04"," 057","PALMETE","CHECOSLOVAQUIA",0,1
" 04"," 057","PALMETE","CHINA",19,24
" 04"," 057","PALMETE","CHIPRE",1,0
" 04"," 057","PALMETE","COLOMBIA",0,2
" 04"," 057","PALMETE","CUBA",2,1
" 04"," 057","PALMETE","ECUADOR",0,2
" 04"," 057","PALMETE","ESTADOS UNIDOS DE AMERICA",0,1
" 04"," 057","PALMETE","FRANCIA",1,2
" 04"," 057","PALMETE","ITALIA",1,0
" 04"," 057","PALMETE","MARRUECOS",2,4
" 04"," 057","PALMETE","NIGERIA",2,3
" 04"," 057","PALMETE","PORTUGAL",1,0
" 04"," 057","PALMETE","PRINCIPADO DE ANDORRA",0,1
" 04"," 057","PALMETE","RUMANIA",2,1
" 04"," 057","PALMETE","SENEGAL",2,2
" 04"," 057","PALMETE","SERBIA",1,0
" 04"," 057","PALMETE","SUIZA",0,1
" 04"," 057","PALMETE","TANZANIA",0,1
" 04"," 057","PALMETE","UCRANIA",1,1
" 04"," 057","PALMETE","URUGUAY",1,0
" 04"," 057","PALMETE","VENEZUELA",0,1
" 04"," 058","PALMETE","ALEMANIA",5,1
" 04"," 058","PALMETE","ARGENTINA",1,1
" 04"," 058","PALMETE","BELGICA",0,1
" 04"," 058","PALMETE","BRASIL",0,4
" 04"," 058","PALMETE","CHECOSLOVAQUIA",0,1
" 04"," 058","PALMETE","CHINA",4,5
" 04"," 058","PALMETE","CHIPRE",0,1
" 04"," 058","PALMETE","COLOMBIA",1,2
" 04"," 058","PALMETE","ESTADOS UNIDOS DE AMERICA",0,1
" 04"," 058","PALMETE","FRANCIA",1,2
" 04"," 058","PALMETE","MARRUECOS",1,0
" 04"," 058","PALMETE","MAURITANIA",0,1
" 04"," 058","PALMETE","MEXICO",0,1
" 04"," 058","PALMETE","MONTENEGRO",1,0
" 04"," 058","PALMETE","NIGERIA",1,0
" 04"," 058","PALMETE","NORUEGA",0,2
" 04"," 058","PALMETE","OTROS TERR. ESPAÑOLES",1,0
" 04"," 058","PALMETE","PERU",1,2
" 04"," 058","PALMETE","PORTUGAL",1,0
" 04"," 058","PALMETE","PRINCIPADO DE ANDORRA",0,1
" 04"," 058","PALMETE","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 04"," 058","PALMETE","REPUBLICA DOMINICANA",0,1
" 04"," 058","PALMETE","RUMANIA",0,1
" 04"," 058","PALMETE","RUSIA",0,1
" 04"," 058","PALMETE","SUECIA",0,1
" 04"," 058","PALMETE","SUIZA",3,1
" 04"," 058","PALMETE","VENEZUELA",1,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ALBANIA",1,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ALEMANIA",0,3
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ANTIGUA YUGOSLAVIA",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ARGENTINA",2,3
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ARMENIA",2,3
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","AUSTRIA",2,3
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BELGICA",0,2
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BOLIVIA",1,4
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BRASIL",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CHILE",1,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CHINA",5,4
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CHIPRE",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","COLOMBIA",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CUBA",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ECUADOR",2,3
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ESTADOS UNIDOS DE AMERICA",3,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ESTONIA",1,2
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","FINLANDIA",1,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","FRANCIA",1,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","GEORGIA",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","GUINEA",2,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","HUNGRIA",1,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ITALIA",1,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","LUXEMBURGO",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","MARRUECOS",2,2
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","MEXICO",1,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","NICARAGUA",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PAISES BAJOS",0,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PAKISTAN",1,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PANAMA",1,0
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PARAGUAY",1,2
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PERU",1,2
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PORTUGAL",3,1
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","PRINCIPADO DE ANDORRA",2,2
" 04"," 059","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","REINO UNIDO",1,0
